C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_20_861.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_20_861.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_20_861.jpg, 0, 0, 0, 7.831732E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_20_962.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_20_962.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_20_962.jpg, 0, 0, 0, 7.959677E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_21_064.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_21_064.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_21_064.jpg, 0, 0, 0, 7.83842E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_21_168.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_21_168.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_21_168.jpg, 0, 0, 0, 7.804247E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_21_272.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_21_272.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_21_272.jpg, 0, 0, 0, 7.849879E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_21_377.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_21_377.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_21_377.jpg, 0, 0, 0, 7.943192E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_21_478.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_21_478.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_21_478.jpg, 0, 0, 0, 7.710906E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_21_578.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_21_578.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_21_578.jpg, 0, 0, 0, 8.152334E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_21_682.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_21_682.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_21_682.jpg, 0, 0, 0, 7.930999E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_21_785.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_21_785.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_21_785.jpg, 0, 0, 0, 7.814349E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_21_890.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_21_890.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_21_890.jpg, 0, 0, 0, 7.803129E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_21_997.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_21_997.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_21_997.jpg, 0, 0, 0, 8.060558E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_22_102.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_22_102.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_22_102.jpg, 0, 0, 0, 7.825604E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_22_204.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_22_204.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_22_204.jpg, 0, 0, 0, 7.811929E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_22_307.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_22_307.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_22_307.jpg, 0, 0, 0, 7.808341E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_22_410.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_22_410.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_22_410.jpg, 0, 0, 0, 8.019823E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_22_512.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_22_512.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_22_512.jpg, 0, 0, 0, 7.813094E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_22_612.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_22_612.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_22_612.jpg, 0, 0, 0, 7.751224E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_22_713.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_22_713.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_22_713.jpg, 0, 0, 0, 7.974105E-05
C:\Users\jaiki\Desktop\Track_Data\IMG\center_2020_04_13_22_19_22_816.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\left_2020_04_13_22_19_22_816.jpg, C:\Users\jaiki\Desktop\Track_Data\IMG\right_2020_04_13_22_19_22_816.jpg, 0, 0, 0, 8.025127E-05
